mx-missile_y,adoption-of-the-budget-resolution_y,physician-fee-freeze_y,immigration_y,duty-free-exports_y,superfund-right-to-sue_n,export-administration-act-south-africa_y,synfuels-corporation-cutback_n,religious-groups-in-schools_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_n,el-salvador-aid_n,education-spending_n,water-project-cost-sharing_n,crime_y,handicapped-infants_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,religious-groups-in-schools_y,water-project-cost-sharing_y,anti-satellite-test-ban_y,mx-missile_y,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,education-spending_y,crime_y,handicapped-infants_y,superfund-right-to-sue_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,education-spending_y,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,superfund-right-to-sue_y,crime_y,synfuels-corporation-cutback_?,Class-Name_republican
adoption-of-the-budget-resolution_y,religious-groups-in-schools_y,crime_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,mx-missile_y,duty-free-exports_n,water-project-cost-sharing_n,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,handicapped-infants_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,el-salvador-aid_y,anti-satellite-test-ban_y,mx-missile_y,duty-free-exports_n,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,crime_y,handicapped-infants_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,religious-groups-in-schools_y,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,mx-missile_y,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,education-spending_y,export-administration-act-south-africa_y,handicapped-infants_y,superfund-right-to-sue_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,crime_n,mx-missile_n,el-salvador-aid_y,immigration_y,education-spending_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,superfund-right-to-sue_y,export-administration-act-south-africa_n,handicapped-infants_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,mx-missile_n,el-salvador-aid_y,export-administration-act-south-africa_y,education-spending_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,superfund-right-to-sue_y,crime_y,handicapped-infants_y,Class-Name_republican
anti-satellite-test-ban_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,education-spending_n,duty-free-exports_n,immigration_y,physician-fee-freeze_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y,superfund-right-to-sue_y
duty-free-exports_n,adoption-of-the-budget-resolution_y,mx-missile_n,superfund-right-to-sue_n,crime_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,education-spending_n,water-project-cost-sharing_n,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,handicapped-infants_y
adoption-of-the-budget-resolution_y,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_n,crime_n,mx-missile_n,el-salvador-aid_y,anti-satellite-test-ban_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,handicapped-infants_y
adoption-of-the-budget-resolution_y,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,crime_n,mx-missile_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,education-spending_n,superfund-right-to-sue_y,crime_y,export-administration-act-south-africa_y,Class-Name_republican
adoption-of-the-budget-resolution_y,duty-free-exports_y,religious-groups-in-schools_y,el-salvador-aid_?,education-spending_?,crime_n,mx-missile_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,superfund-right-to-sue_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,synfuels-corporation-cutback_?,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y
mx-missile_y,adoption-of-the-budget-resolution_y,export-administration-act-south-africa_?,duty-free-exports_y,el-salvador-aid_?,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,superfund-right-to-sue_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,handicapped-infants_y
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,education-spending_y,duty-free-exports_n,anti-satellite-test-ban_n,water-project-cost-sharing_y,superfund-right-to-sue_?,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y
duty-free-exports_?,adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,physician-fee-freeze_?,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,export-administration-act-south-africa_y,aid-to-nicaraguan-contras_y,immigration_y,water-project-cost-sharing_y,education-spending_n,Class-Name_democrat,crime_y,synfuels-corporation-cutback_?,superfund-right-to-sue_y
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,education-spending_y,superfund-right-to-sue_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y
mx-missile_y,adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,water-project-cost-sharing_?,crime_n,superfund-right-to-sue_n,anti-satellite-test-ban_y,religious-groups-in-schools_n,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y
crime_?,duty-free-exports_?,physician-fee-freeze_y,immigration_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,export-administration-act-south-africa_?,anti-satellite-test-ban_?,aid-to-nicaraguan-contras_?,adoption-of-the-budget-resolution_n,education-spending_?,superfund-right-to-sue_y,synfuels-corporation-cutback_?,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,religious-groups-in-schools_y,crime_n,aid-to-nicaraguan-contras_y,water-project-cost-sharing_y,mx-missile_y,education-spending_n,anti-satellite-test-ban_?,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y,superfund-right-to-sue_y
duty-free-exports_n,adoption-of-the-budget-resolution_y,religious-groups-in-schools_y,el-salvador-aid_y,anti-satellite-test-ban_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,crime_y,handicapped-infants_y,superfund-right-to-sue_y
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,mx-missile_n,el-salvador-aid_y,export-administration-act-south-africa_?,education-spending_n,duty-free-exports_n,anti-satellite-test-ban_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,superfund-right-to-sue_y,crime_y,handicapped-infants_y,adoption-of-the-budget-resolution_n
duty-free-exports_n,adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,religious-groups-in-schools_y,superfund-right-to-sue_n,crime_n,el-salvador-aid_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,mx-missile_n,el-salvador-aid_y,education-spending_y,duty-free-exports_n,anti-satellite-test-ban_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,crime_y,handicapped-infants_y,superfund-right-to-sue_y
anti-satellite-test-ban_n,immigration_n,aid-to-nicaraguan-contras_n,duty-free-exports_y,religious-groups-in-schools_y,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,education-spending_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,superfund-right-to-sue_y,crime_y,handicapped-infants_y,adoption-of-the-budget-resolution_n
duty-free-exports_n,adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,immigration_n,religious-groups-in-schools_y,water-project-cost-sharing_?,handicapped-infants_n,crime_n,mx-missile_n,superfund-right-to-sue_n,el-salvador-aid_y,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?
duty-free-exports_n,adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,immigration_n,religious-groups-in-schools_y,superfund-right-to-sue_n,el-salvador-aid_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,crime_y,handicapped-infants_y
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,export-administration-act-south-africa_?,duty-free-exports_n,anti-satellite-test-ban_n,water-project-cost-sharing_y,Class-Name_democrat,education-spending_y,crime_y,superfund-right-to-sue_y
mx-missile_y,adoption-of-the-budget-resolution_y,duty-free-exports_y,superfund-right-to-sue_n,crime_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,education-spending_n,water-project-cost-sharing_n,physician-fee-freeze_n,immigration_?,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?,handicapped-infants_y
duty-free-exports_n,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_?,mx-missile_n,superfund-right-to-sue_n,education-spending_y,el-salvador-aid_?,anti-satellite-test-ban_?,physician-fee-freeze_n,adoption-of-the-budget-resolution_n,handicapped-infants_?,Class-Name_democrat,export-administration-act-south-africa_?,crime_y,synfuels-corporation-cutback_y
mx-missile_y,anti-satellite-test-ban_n,immigration_n,duty-free-exports_y,superfund-right-to-sue_n,crime_n,water-project-cost-sharing_y,religious-groups-in-schools_n,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,adoption-of-the-budget-resolution_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_n,handicapped-infants_y
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,mx-missile_n,el-salvador-aid_y,education-spending_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,export-administration-act-south-africa_y,superfund-right-to-sue_y,crime_y,handicapped-infants_y,Class-Name_republican
export-administration-act-south-africa_?,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_?,physician-fee-freeze_?,religious-groups-in-schools_y,water-project-cost-sharing_?,crime_n,immigration_n,synfuels-corporation-cutback_n,mx-missile_y,duty-free-exports_n,aid-to-nicaraguan-contras_y,handicapped-infants_?,el-salvador-aid_n,education-spending_y,superfund-right-to-sue_y,Class-Name_republican
anti-satellite-test-ban_n,adoption-of-the-budget-resolution_?,physician-fee-freeze_?,religious-groups-in-schools_y,el-salvador-aid_?,crime_n,mx-missile_n,education-spending_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,duty-free-exports_n,immigration_n,Class-Name_democrat,superfund-right-to-sue_y,export-administration-act-south-africa_y,handicapped-infants_y,aid-to-nicaraguan-contras_n
adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,immigration_n,physician-fee-freeze_?,duty-free-exports_y,mx-missile_n,superfund-right-to-sue_n,education-spending_?,crime_n,water-project-cost-sharing_y,religious-groups-in-schools_n,aid-to-nicaraguan-contras_y,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y
adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,immigration_n,duty-free-exports_y,religious-groups-in-schools_y,crime_n,mx-missile_n,el-salvador-aid_y,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y,superfund-right-to-sue_y
religious-groups-in-schools_?,anti-satellite-test-ban_n,immigration_n,aid-to-nicaraguan-contras_n,mx-missile_n,el-salvador-aid_y,export-administration-act-south-africa_y,education-spending_n,duty-free-exports_n,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,superfund-right-to-sue_y,crime_y,handicapped-infants_y,adoption-of-the-budget-resolution_n
adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,immigration_n,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,crime_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,water-project-cost-sharing_y,education-spending_n,Class-Name_democrat,export-administration-act-south-africa_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,el-salvador-aid_?,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,water-project-cost-sharing_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,duty-free-exports_n,anti-satellite-test-ban_n,aid-to-nicaraguan-contras_?,adoption-of-the-budget-resolution_n,education-spending_?,superfund-right-to-sue_?,export-administration-act-south-africa_?,crime_y,synfuels-corporation-cutback_?,Class-Name_republican
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,education-spending_y,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,superfund-right-to-sue_y,crime_y,Class-Name_republican
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,religious-groups-in-schools_y,superfund-right-to-sue_n,export-administration-act-south-africa_y,synfuels-corporation-cutback_n,mx-missile_y,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,anti-satellite-test-ban_y,el-salvador-aid_n,handicapped-infants_?,water-project-cost-sharing_n,education-spending_y,crime_y,Class-Name_republican
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,superfund-right-to-sue_?,education-spending_y,crime_y,Class-Name_republican
superfund-right-to-sue_y,physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,education-spending_y,crime_y,handicapped-infants_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
adoption-of-the-budget-resolution_y,anti-satellite-test-ban_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,el-salvador-aid_y,synfuels-corporation-cutback_n,mx-missile_y,duty-free-exports_n,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_n,education-spending_n,Class-Name_democrat,export-administration-act-south-africa_y,crime_y,handicapped-infants_y,superfund-right-to-sue_y
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,education-spending_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_?,aid-to-nicaraguan-contras_y,export-administration-act-south-africa_y,anti-satellite-test-ban_y,mx-missile_y,water-project-cost-sharing_n,physician-fee-freeze_n,el-salvador-aid_n,Class-Name_democrat,synfuels-corporation-cutback_n,crime_y,handicapped-infants_y,education-spending_y
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,export-administration-act-south-africa_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
physician-fee-freeze_y,immigration_n,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,education-spending_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,synfuels-corporation-cutback_y,water-project-cost-sharing_n,superfund-right-to-sue_y,crime_y,export-administration-act-south-africa_y,Class-Name_republican
duty-free-exports_n,adoption-of-the-budget-resolution_y,religious-groups-in-schools_y,superfund-right-to-sue_n,crime_n,aid-to-nicaraguan-contras_y,anti-satellite-test-ban_y,mx-missile_y,education-spending_n,water-project-cost-sharing_n,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,handicapped-infants_n,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,export-administration-act-south-africa_y,water-project-cost-sharing_n,education-spending_y,crime_y,superfund-right-to-sue_y,Class-Name_republican
synfuels-corporation-cutback_?,adoption-of-the-budget-resolution_y,physician-fee-freeze_y,religious-groups-in-schools_y,education-spending_?,mx-missile_n,el-salvador-aid_y,export-administration-act-south-africa_y,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,anti-satellite-test-ban_y,water-project-cost-sharing_y,superfund-right-to-sue_?,crime_y,handicapped-infants_y,Class-Name_republican
mx-missile_y,adoption-of-the-budget-resolution_y,immigration_n,superfund-right-to-sue_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,duty-free-exports_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,handicapped-infants_y
adoption-of-the-budget-resolution_y,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,mx-missile_?,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y
physician-fee-freeze_y,aid-to-nicaraguan-contras_n,religious-groups-in-schools_y,water-project-cost-sharing_y,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,immigration_y,duty-free-exports_n,anti-satellite-test-ban_n,adoption-of-the-budget-resolution_n,education-spending_n,export-administration-act-south-africa_y,superfund-right-to-sue_y,crime_y,handicapped-infants_y,Class-Name_republican
mx-missile_y,adoption-of-the-budget-resolution_y,duty-free-exports_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,handicapped-infants_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,mx-missile_n,superfund-right-to-sue_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,handicapped-infants_y
mx-missile_y,adoption-of-the-budget-resolution_y,immigration_n,superfund-right-to-sue_n,crime_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,religious-groups-in-schools_n,duty-free-exports_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,el-salvador-aid_n,education-spending_n,Class-Name_democrat,synfuels-corporation-cutback_n,export-administration-act-south-africa_y,handicapped-infants_y
adoption-of-the-budget-resolution_y,physician-fee-freeze_y,religious-groups-in-schools_y,mx-missile_n,el-salvador-aid_y,synfuels-corporation-cutback_n,duty-free-exports_n,aid-to-nicaraguan-contras_y,immigration_y,anti-satellite-test-ban_y,water-project-cost-sharing_y,education-spending_n,export-administration-act-south-africa_y,superfund-right-to-sue_y,crime_y,handicapped-infants_y,Class-Name_republican
adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,religious-groups-in-schools_y,handicapped-infants_n,crime_n,mx-missile_n,el-salvador-aid_y,anti-satellite-test-ban_y,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,water-project-cost-sharing_y,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y,superfund-right-to-sue_y
adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,el-salvador-aid_n,superfund-right-to-sue_n,handicapped-infants_n,crime_n,religious-groups-in-schools_y,anti-satellite-test-ban_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,water-project-cost-sharing_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_y
adoption-of-the-budget-resolution_y,immigration_n,duty-free-exports_y,religious-groups-in-schools_y,superfund-right-to-sue_n,handicapped-infants_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y,export-administration-act-south-africa_y
religious-groups-in-schools_?,adoption-of-the-budget-resolution_y,duty-free-exports_y,superfund-right-to-sue_?,handicapped-infants_n,water-project-cost-sharing_y,anti-satellite-test-ban_y,mx-missile_y,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,el-salvador-aid_n,synfuels-corporation-cutback_y,Class-Name_democrat,crime_y,export-administration-act-south-africa_y
adoption-of-the-budget-resolution_y,duty-free-exports_y,el-salvador-aid_n,superfund-right-to-sue_n,handicapped-infants_n,crime_n,mx-missile_n,anti-satellite-test-ban_y,religious-groups-in-schools_n,education-spending_n,aid-to-nicaraguan-contras_y,immigration_y,physician-fee-freeze_n,water-project-cost-sharing_n,synfuels-corporation-cutback_y,Class-Name_democrat,export-administration-act-south-africa_?
